candidate_id,osm_type,osm_id,name,facility_category,facility_role,amenity,building_type,shelter_type,latitude,longitude,source,selection_reason,coordinate_source,original_tags
OSM_node_7398810590,node,7398810590,"Community Health Caenter, Meenanagadi",healthcare,medical_support,hospital,,,11.6645151,76.1678844,OpenStreetMap_Overpass,healthcare=hospital,node_latlon,"{""addr:city"": ""Meenangadi"", ""addr:postcode"": ""673591"", ""addr:street"": ""Meenangadi -Moonnankuzhi Road"", ""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""healthcare:speciality"": ""paediatrics;gynaecology"", ""name"": ""Community Health Caenter, Meenanagadi"", ""name:ml"": ""സാമൂഹികാരോഗ്യ കേന്ദ്രം , മീനങ്ങാടി"", ""ref"": ""1979""}"
OSM_node_7398810597,node,7398810597,GLPS Meenangadi,education,relocation_candidate,school,,,11.6630285,76.1670961,OpenStreetMap_Overpass,amenity=school,node_latlon,"{""amenity"": ""school"", ""fixme"": ""add proper tags: syllabus = STATE"", ""healthcare"": ""doctor"", ""healthcare:speciality"": ""ayurveda"", ""name"": ""GLPS Meenangadi"", ""operator:type"": ""government""}"
OSM_node_7484121871,node,7484121871,Benz Driving School Test Ground,education,relocation_candidate,school,,,11.5526385,76.134668,OpenStreetMap_Overpass,amenity=school,node_latlon,"{""amenity"": ""school"", ""name"": ""Benz Driving School Test Ground""}"
OSM_node_7484197306,node,7484197306,Meppadi Govt.Homoeo Dispensary,healthcare,medical_support,clinic,,,11.5529974,76.1342805,OpenStreetMap_Overpass,healthcare=clinic,node_latlon,"{""amenity"": ""clinic"", ""healthcare"": ""clinic"", ""name"": ""Meppadi Govt.Homoeo Dispensary""}"
OSM_node_7502483751,node,7502483751,Govt. Homoeo Dispensary Kolery,healthcare,medical_support,hospital,,,11.7041382,76.1624716,OpenStreetMap_Overpass,healthcare=hospital,node_latlon,"{""addr:postcode"": ""673596"", ""addr:street"": ""Choothupara , Purakkadi"", ""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""Govt. Homoeo Dispensary Kolery""}"
OSM_node_7515413006,node,7515413006,district ayurvedic hospital,healthcare,medical_support,hospital,,,11.6171614,76.0813997,OpenStreetMap_Overpass,healthcare=hospital,node_latlon,"{""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""district ayurvedic hospital""}"
OSM_node_7521373174,node,7521373174,Bhavans Vidhya Mandir,education,relocation_candidate,school,,,11.6660353,76.2372766,OpenStreetMap_Overpass,amenity=school,node_latlon,"{""amenity"": ""school"", ""name"": ""Bhavans Vidhya Mandir""}"
OSM_node_7531535068,node,7531535068,,healthcare,medical_support,clinic,,,11.6098436,76.0824293,OpenStreetMap_Overpass,healthcare=clinic,node_latlon,"{""amenity"": ""clinic"", ""healthcare"": ""clinic""}"
OSM_node_7725963258,node,7725963258,Gokulam Sree Multi Speciality Ayurveda Clinic,healthcare,medical_support,clinic,,,11.651072,76.141641,OpenStreetMap_Overpass,amenity=clinic,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:full"": ""Kakkavayal, Kalpetta"", ""addr:postcode"": ""673122"", ""addr:state"": ""Kerala"", ""amenity"": ""clinic"", ""name"": ""Gokulam Sree Multi Speciality Ayurveda Clinic"", ""source"": ""Local Knowledge""}"
OSM_node_7725963261,node,7725963261,Swami Vivekananda Medical Mission Hospital,healthcare,medical_support,hospital,,,11.6371651,76.1106531,OpenStreetMap_Overpass,amenity=hospital,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:full"": ""Vivekananda Nagar Muttil, North, Kalpetta"", ""addr:postcode"": ""673122"", ""addr:state"": ""Kerala"", ""amenity"": ""hospital"", ""name"": ""Swami Vivekananda Medical Mission Hospital"", ""source"": ""Local Knowledge""}"
OSM_node_7725963262,node,7725963262,Homoeo Dispensary,healthcare,medical_support,,,,11.6173412,76.0805354,OpenStreetMap_Overpass,healthcare=centre,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:full"": ""Kalpetta"", ""addr:postcode"": ""673122"", ""addr:state"": ""Kerala"", ""health_facility:type"": ""dispensary"", ""healthcare"": ""centre"", ""name"": ""Homoeo Dispensary"", ""source"": ""Local Knowledge""}"
OSM_node_7725963266,node,7725963266,Santhigiri Ayurveda & Siddha Hospital,healthcare,medical_support,hospital,,,11.5973321,76.0791716,OpenStreetMap_Overpass,healthcare=hospital,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:full"": ""Madiyur, Kalpetta"", ""addr:postcode"": ""673121"", ""addr:state"": ""Kerala"", ""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""Santhigiri Ayurveda & Siddha Hospital"", ""source"": ""Local Knowledge""}"
OSM_node_7725963273,node,7725963273,Government Homoeo Dispensary,healthcare,medical_support,,,,11.7087864,76.1894172,OpenStreetMap_Overpass,healthcare=centre,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:full"": ""Irulam"", ""addr:postcode"": ""673592"", ""addr:state"": ""Kerala"", ""health_facility:type"": ""dispensary"", ""healthcare"": ""centre"", ""name"": ""Government Homoeo Dispensary"", ""source"": ""Local Knowledge""}"
OSM_node_7725963274,node,7725963274,"N.S Hospital, Chundale",healthcare,medical_support,hospital,,,11.57436,76.058407,OpenStreetMap_Overpass,healthcare=hospital,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:full"": ""Chundale"", ""addr:postcode"": ""673123"", ""addr:state"": ""Kerala"", ""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""N.S Hospital, Chundale"", ""source"": ""Local Knowledge""}"
OSM_node_7725963275,node,7725963275,St. Martin Hospital,healthcare,medical_support,hospital,,,11.6241764,76.2111471,OpenStreetMap_Overpass,amenity=hospital,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:full"": ""Ambalavayal"", ""addr:postcode"": ""673593"", ""addr:state"": ""Kerala"", ""amenity"": ""hospital"", ""name"": ""St. Martin Hospital"", ""source"": ""Local Knowledge""}"
OSM_node_7725963276,node,7725963276,Elaj Ayurvedic Hospital,healthcare,medical_support,hospital,,,11.634191,76.12005,OpenStreetMap_Overpass,amenity=hospital,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:full"": ""Muttil"", ""addr:postcode"": ""673122"", ""addr:state"": ""Kerala"", ""amenity"": ""hospital"", ""name"": ""Elaj Ayurvedic Hospital"", ""source"": ""Local Knowledge""}"
OSM_node_7725963280,node,7725963280,Arogya Polyclinic,healthcare,medical_support,clinic,,,11.6623892,76.1615692,OpenStreetMap_Overpass,amenity=clinic,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:full"": ""Meenangadi"", ""addr:postcode"": ""673591"", ""addr:state"": ""Kerala"", ""amenity"": ""clinic"", ""name"": ""Arogya Polyclinic"", ""source"": ""Local Knowledge""}"
OSM_node_7725963292,node,7725963292,Shalem Clinic,healthcare,medical_support,clinic,,,11.6598815,76.1667806,OpenStreetMap_Overpass,amenity=clinic,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:full"": ""Meenangadi"", ""addr:postcode"": ""673591"", ""addr:state"": ""Kerala"", ""amenity"": ""clinic"", ""name"": ""Shalem Clinic"", ""operator"": ""private"", ""operator:type"": ""private"", ""source"": ""Local Knowledge""}"
OSM_node_7725963294,node,7725963294,Amrita Kripa Charitable Hospital,healthcare,medical_support,hospital,,,11.6344529,76.0894587,OpenStreetMap_Overpass,healthcare=hospital,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:full"": ""Kainatty, Kalpetta"", ""addr:postcode"": ""673122"", ""addr:state"": ""Kerala"", ""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""Amrita Kripa Charitable Hospital"", ""source"": ""Local Knowledge""}"
OSM_node_7725963296,node,7725963296,"Government Homeo Dispensary, Mandad",healthcare,medical_support,,,,11.6308079,76.1288483,OpenStreetMap_Overpass,healthcare=centre,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:full"": ""Mandad, Muttil"", ""addr:postcode"": ""673122"", ""addr:state"": ""Kerala"", ""health_facility:type"": ""dispensary"", ""healthcare"": ""centre"", ""name"": ""Government Homeo Dispensary, Mandad"", ""source"": ""Local Knowledge""}"
OSM_node_7725963297,node,7725963297,ESI Dispensary,healthcare,medical_support,,,,11.599162,76.083876,OpenStreetMap_Overpass,healthcare=centre,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:full"": ""Rattakolly, Kalpetta"", ""addr:postcode"": ""673121"", ""addr:state"": ""Kerala"", ""health_facility:type"": ""dispensary"", ""healthcare"": ""centre"", ""name"": ""ESI Dispensary"", ""source"": ""Local Knowledge""}"
OSM_node_7725963305,node,7725963305,Dr. Ebina's Ayurvedic Clinic,healthcare,medical_support,clinic,,,11.7035293,76.1385977,OpenStreetMap_Overpass,amenity=clinic,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:postcode"": ""673596"", ""addr:state"": ""Kerala"", ""amenity"": ""clinic"", ""name"": ""Dr. Ebina's Ayurvedic Clinic"", ""source"": ""Local Knowledge""}"
OSM_node_7725963307,node,7725963307,"Ayush Ayurveda Hospital, Parakkal",healthcare,medical_support,hospital,,,11.6374188,76.1016746,OpenStreetMap_Overpass,amenity=hospital,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:full"": ""Parakkal"", ""addr:postcode"": ""673122"", ""addr:state"": ""Kerala"", ""amenity"": ""hospital"", ""name"": ""Ayush Ayurveda Hospital, Parakkal"", ""operator:type"": ""private"", ""source"": ""Local Knowledge""}"
OSM_node_7725963311,node,7725963311,Mayo Hospital,healthcare,medical_support,hospital,,,11.6327792,76.0897675,OpenStreetMap_Overpass,healthcare=hospital,node_latlon,"{""addr:district"": ""Wayanad"", ""addr:full"": ""Muttil, Kalpetta"", ""addr:postcode"": ""673122"", ""addr:state"": ""Kerala"", ""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""Mayo Hospital"", ""source"": ""Local Knowledge""}"
OSM_node_7992731992,node,7992731992,G H S Kakkavayal School Ground,education,relocation_candidate,school,,,11.6477979,76.1442753,OpenStreetMap_Overpass,amenity=school,node_latlon,"{""amenity"": ""school"", ""name"": ""G H S Kakkavayal School Ground""}"
OSM_node_7994942163,node,7994942163,"WMO English Acadamy Senior Secondary School, Mandad",education,relocation_candidate,school,,,11.6346047,76.1173929,OpenStreetMap_Overpass,amenity=school,node_latlon,"{""amenity"": ""school"", ""name"": ""WMO English Acadamy Senior Secondary School, Mandad""}"
OSM_node_7998651921,node,7998651921,"Dr Sithara Dileep, BHMS",healthcare,medical_support,clinic,,,11.5754096,76.1093966,OpenStreetMap_Overpass,healthcare=clinic,node_latlon,"{""amenity"": ""clinic"", ""description"": ""Homoeopathic Physician"", ""healthcare"": ""clinic"", ""name"": ""Dr Sithara Dileep, BHMS""}"
OSM_node_7998684099,node,7998684099,Gov.Veterinary Hospital,healthcare,medical_support,hospital,,,11.5533112,76.1308228,OpenStreetMap_Overpass,healthcare=hospital,node_latlon,"{""addr:city"": ""Meppadi"", ""addr:postcode"": ""673577"", ""addr:street"": ""Kalpetta - Meppadi Road"", ""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""Gov.Veterinary Hospital"", ""operator"": ""Kerala Veterinary Dpt."", ""operator:type"": ""government""}"
OSM_node_7999419714,node,7999419714,Arogyakeralam Wayanad,healthcare,medical_support,hospital,,,11.6350234,76.0902421,OpenStreetMap_Overpass,healthcare=centre,node_latlon,"{""addr:city"": ""Kalpetta"", ""addr:postcode"": ""673122"", ""addr:street"": ""Kainatty"", ""amenity"": ""hospital"", ""email"": ""dpmwynd@gmail.com"", ""emergency"": ""no"", ""healthcare"": ""centre"", ""name"": ""Arogyakeralam Wayanad"", ""operator"": ""National Health Mission"", ""operator:type"": ""government"", ""phone"": ""+91-4936202771""}"
OSM_node_7999806493,node,7999806493,Aup School Vazhavatta,education,relocation_candidate,school,,,11.612664,76.1531391,OpenStreetMap_Overpass,amenity=school,node_latlon,"{""addr:city"": ""VAZHAVATTA"", ""addr:postcode"": ""673122"", ""addr:street"": ""VAZHAVATTA"", ""amenity"": ""school"", ""email"": ""aupsvazhavatta@gmail.com"", ""grades"": ""1-7"", ""name"": ""Aup School Vazhavatta"", ""operator"": ""GEORGE K.Y"", ""operator:type"": ""government""}"
OSM_node_7999939906,node,7999939906,Glps Kallupadi,education,relocation_candidate,school,,,11.6341305,76.149818,OpenStreetMap_Overpass,amenity=school,node_latlon,"{""amenity"": ""school"", ""description"": ""1 to 4 classes\nLower Primary  School"", ""name"": ""Glps Kallupadi""}"
OSM_node_8000871487,node,8000871487,Snalp School Narayanapuram,education,relocation_candidate,school,,,11.7027993,76.2120297,OpenStreetMap_Overpass,amenity=school,node_latlon,"{""amenity"": ""school"", ""ele"": ""-1"", ""name"": ""Snalp School Narayanapuram""}"
OSM_node_8000899635,node,8000899635,Anmup School Gokhale Nagar,education,relocation_candidate,school,,,11.680928,76.1823877,OpenStreetMap_Overpass,amenity=school,node_latlon,"{""addr:city"": ""MEENANGADI"", ""addr:housenumber"": ""MYLAMBADI"", ""addr:postcode"": ""673591"", ""amenity"": ""school"", ""grades"": ""5-7"", ""name"": ""Anmup School Gokhale Nagar""}"
OSM_node_8002063737,node,8002063737,FWC pathiripalam,healthcare,medical_support,hospital,,,11.6667264,76.199665,OpenStreetMap_Overpass,healthcare=hospital,node_latlon,"{""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""FWC pathiripalam""}"
OSM_node_8002197728,node,8002197728,FWC Kallupadi,healthcare,medical_support,hospital,,,11.6331248,76.1504468,OpenStreetMap_Overpass,healthcare=hospital,node_latlon,"{""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""FWC Kallupadi"", ""operator"": ""government""}"
OSM_node_8002214129,node,8002214129,"Sub Centre, Pakkam",healthcare,medical_support,hospital,,,11.6161527,76.1475642,OpenStreetMap_Overpass,healthcare=hospital,node_latlon,"{""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""Sub Centre, Pakkam"", ""operator:type"": ""government""}"
OSM_node_8002235743,node,8002235743,Primary Health Centre Vazhavatta,healthcare,medical_support,hospital,,,11.6213793,76.1581686,OpenStreetMap_Overpass,healthcare=hospital,node_latlon,"{""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""Primary Health Centre Vazhavatta"", ""operator:type"": ""government"", ""ref"": ""1964""}"
OSM_node_8002264433,node,8002264433,Pariyaram Sub Center,healthcare,medical_support,hospital,,,11.6478902,76.1007962,OpenStreetMap_Overpass,healthcare=hospital,node_latlon,"{""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""Pariyaram Sub Center"", ""operator"": ""Government""}"
OSM_node_8002283717,node,8002283717,Health Center-Kolagappara,healthcare,medical_support,,,,11.6567978,76.2149452,OpenStreetMap_Overpass,healthcare=centre,node_latlon,"{""addr:street"": ""Kolagappara Junction-Arivayal Road"", ""healthcare"": ""centre"", ""name"": ""Health Center-Kolagappara""}"
OSM_node_8002417949,node,8002417949,G L P School Kalpetta,education,relocation_candidate,school,,,11.6083893,76.0839043,OpenStreetMap_Overpass,amenity=school,node_latlon,"{""addr:city"": ""KALPETTA"", ""addr:postcode"": ""673121"", ""addr:street"": ""KALPETTA"", ""amenity"": ""school"", ""name"": ""G L P School Kalpetta""}"
